monto,ubicacion,usuario,metodo_pago,dispositivo,direccion_ip,hora_transaccion,fraude
489.17,Alicante,saturnina23,tarjeta_credito,PC,176.68.57.247,2,False
312.25,Asturias,toribio15,paypal,móvil,212.160.210.111,19,True
181.49,Ceuta,angelinaamat,paypal,tableta,219.62.79.242,22,True
768.28,Ávila,reynaldo66,paypal,móvil,134.195.94.75,22,False
337.62,Granada,evangelina23,paypal,PC,102.73.11.179,11,True
465.03,Cuenca,priegopia,paypal,PC,168.19.32.173,11,True
32.83,Ávila,lucila82,paypal,móvil,79.47.250.188,22,True
319.79,La Rioja,sarmengol,transferencia,PC,190.66.179.42,18,False
900.14,Salamanca,jeremiasjover,tarjeta_credito,tableta,161.199.73.182,2,True
945.9,Vizcaya,tarjona,transferencia,móvil,212.183.36.40,11,False
437.0,Badajoz,octavio82,paypal,PC,201.39.191.247,3,False
688.43,Navarra,porterodulce,transferencia,tableta,80.232.141.77,11,False
903.96,Ciudad,kbarcena,transferencia,móvil,168.71.66.173,4,True
130.16,Toledo,ralvarado,tarjeta_credito,móvil,68.109.60.233,6,True
789.18,Huelva,aureliogibert,transferencia,móvil,162.28.10.80,14,False
721.67,Badajoz,mmachado,paypal,tableta,220.97.47.51,8,True
743.36,Granada,sierraamanda,transferencia,PC,184.13.248.70,3,True
311.21,Lugo,wvalls,tarjeta_debito,móvil,125.178.226.233,22,True
178.14,Cantabria,loreto90,transferencia,PC,177.47.85.112,2,True
318.08,Zaragoza,garatenayara,tarjeta_debito,tableta,207.156.66.109,15,True
802.87,Valencia,marta33,transferencia,PC,167.121.251.84,17,True
117.07,Alicante,valerio59,paypal,tableta,208.218.91.125,10,False
301.38,Cuenca,vplanas,tarjeta_credito,PC,145.64.77.212,5,False
614.43,Murcia,talonso,tarjeta_credito,tableta,113.223.184.57,10,False
942.69,Cuenca,lvilar,transferencia,móvil,141.48.54.17,5,True
265.92,Burgos,spineda,paypal,tableta,94.157.132.237,12,True
14.98,Burgos,pellicersabas,paypal,móvil,143.230.43.46,3,True
236.05,Barcelona,matapia,transferencia,PC,64.235.85.132,8,False
751.18,Girona,regina20,tarjeta_credito,tableta,20.221.132.179,19,True
329.58,Granada,gilgoicoechea,tarjeta_credito,móvil,175.124.126.189,11,True
804.54,Murcia,anabelmontes,transferencia,tableta,151.157.86.141,1,True
358.59,Barcelona,dolorestenorio,tarjeta_debito,PC,179.148.57.158,1,False
925.38,Alicante,camilagarcia,tarjeta_debito,tableta,210.96.43.150,10,True
656.38,Asturias,amado66,transferencia,tableta,218.161.245.182,16,True
130.93,Baleares,manzanobenigno,transferencia,móvil,142.143.76.229,13,False
482.46,Málaga,espiridion69,tarjeta_debito,PC,126.220.151.71,0,True
437.46,Murcia,ema53,tarjeta_debito,PC,189.244.139.31,18,False
439.91,Palencia,fcuesta,tarjeta_credito,móvil,214.99.234.249,2,True
111.9,Alicante,daninunez,paypal,PC,221.158.33.65,15,True
360.59,Cantabria,floressalud,paypal,tableta,173.127.139.188,12,True
434.59,Huesca,jsalvador,tarjeta_credito,tableta,56.188.192.65,4,True
363.6,Las Palmas,elba21,transferencia,móvil,216.156.133.11,17,False
382.14,Valladolid,paola02,tarjeta_debito,PC,52.53.144.19,14,True
392.26,Zaragoza,wgabaldon,tarjeta_credito,PC,91.58.36.58,2,True
104.88,Segovia,perezporfirio,transferencia,móvil,128.61.29.59,5,True
59.81,Ávila,xhoyos,paypal,PC,220.164.10.153,4,True
683.74,Badajoz,pallarestomasa,paypal,tableta,134.164.240.254,21,True
625.53,Navarra,yolandamerino,tarjeta_credito,móvil,120.207.253.212,7,True
945.18,Córdoba,trujillosigfrido,transferencia,tableta,90.242.237.54,11,True
375.65,Madrid,salinasgraciana,paypal,móvil,180.98.109.227,5,False
9.56,Huelva,andreaquesada,transferencia,móvil,27.14.226.129,19,True
666.44,Álava,josueoliveras,tarjeta_credito,PC,162.34.214.94,11,True
404.09,Toledo,marianabastida,paypal,tableta,215.148.209.190,17,False
99.15,Teruel,ruthcoronado,tarjeta_credito,móvil,156.240.77.236,14,True
628.91,Valencia,hermenegildoperea,tarjeta_debito,tableta,38.208.3.14,15,True
21.19,Guipúzcoa,aseco,tarjeta_debito,móvil,212.74.231.46,20,False
939.1,Girona,rebolloines,tarjeta_debito,móvil,152.45.104.150,23,True
141.18,Salamanca,salomherminia,paypal,móvil,201.143.146.96,11,False
830.7,Palencia,epaz,tarjeta_credito,tableta,98.35.147.116,18,False
19.78,Segovia,pcadenas,transferencia,móvil,90.76.104.205,9,False
172.16,Cuenca,xsaldana,tarjeta_credito,PC,175.94.207.8,16,True
219.64,Guipúzcoa,juan-luiscuadrado,tarjeta_credito,PC,77.68.71.128,5,True
92.29,Segovia,luisa56,tarjeta_credito,móvil,15.210.157.42,19,True
918.83,Teruel,pinedajose-angel,tarjeta_debito,móvil,194.95.189.216,1,False
94.54,Burgos,lagunaosvaldo,tarjeta_credito,móvil,103.91.174.82,2,True
546.11,Zaragoza,luisamenendez,paypal,PC,201.51.99.0,23,True
824.06,Navarra,monteropepita,transferencia,PC,160.118.111.107,17,True
682.85,Palencia,bellidofanny,tarjeta_debito,tableta,59.32.9.20,15,False
552.47,Ávila,rcueto,tarjeta_debito,PC,214.182.48.190,14,False
80.39,Guadalajara,anastasia94,tarjeta_credito,PC,107.117.170.5,4,False
277.04,Madrid,rafaela40,paypal,móvil,202.227.11.82,12,True
677.89,Guadalajara,wpi,tarjeta_credito,móvil,30.34.45.146,20,False
968.85,Alicante,delfinamarti,transferencia,PC,78.201.230.116,13,False
833.45,Granada,madridfermin,tarjeta_credito,tableta,152.35.181.201,1,True
485.68,Cádiz,jborrell,tarjeta_debito,PC,194.119.195.243,18,False
686.33,Granada,jose-luissebastian,transferencia,tableta,128.128.3.115,14,True
404.29,Tarragona,pilarmendez,paypal,tableta,4.120.94.25,4,False
656.47,Cantabria,maite86,paypal,móvil,218.241.69.187,0,False
77.9,Albacete,felix54,paypal,tableta,201.71.149.91,10,False
531.08,La Coruña,tmorata,tarjeta_debito,móvil,177.96.60.20,23,False
338.35,Albacete,galianorita,tarjeta_debito,tableta,159.92.230.56,0,False
341.11,Toledo,yrobles,transferencia,móvil,121.190.239.51,5,True
505.78,Huesca,lucia96,transferencia,tableta,81.23.85.76,9,False
872.69,Alicante,esterpulido,transferencia,PC,54.170.133.55,15,False
203.4,Granada,palaujose-luis,transferencia,tableta,203.101.85.191,6,False
460.82,Zaragoza,telmo89,paypal,móvil,18.158.24.231,17,False
27.14,Cantabria,petronacervantes,paypal,PC,202.37.20.147,6,True
389.64,León,valentin98,paypal,móvil,137.153.85.9,23,True
33.69,Granada,gpaz,tarjeta_debito,tableta,15.187.149.255,17,True
50.37,Segovia,mdavila,tarjeta_debito,tableta,182.213.189.46,22,True
98.39,Granada,haroanastasio,transferencia,móvil,104.70.2.222,18,True
911.45,Álava,gilberto54,paypal,tableta,103.190.175.6,15,True
879.08,Lleida,nataliagallo,tarjeta_credito,móvil,174.138.132.35,13,False
357.91,Lleida,rebolloalbano,tarjeta_credito,PC,120.92.134.142,18,False
684.22,Sevilla,csola,paypal,tableta,53.67.31.1,23,True
784.08,Jaén,javier63,tarjeta_credito,móvil,113.43.208.121,22,False
178.47,Baleares,liliatello,tarjeta_credito,tableta,161.191.80.91,7,True
142.32,Girona,fernandezlola,transferencia,PC,172.215.85.121,23,True
199.58,Castellón,ana-belencarnero,transferencia,tableta,131.80.150.56,14,True
404.08,Guipúzcoa,patriciamonreal,transferencia,móvil,198.137.29.162,21,True
784.51,Santa Cruz de Tenerife,ygual,tarjeta_debito,PC,143.129.78.226,16,True
192.73,Castellón,rosariovives,transferencia,móvil,44.103.107.87,6,True
949.3,Albacete,jcornejo,transferencia,móvil,77.79.198.234,23,True
528.8,La Rioja,zacarias35,tarjeta_credito,móvil,137.142.245.21,15,False
414.9,Lleida,garrigavicente,tarjeta_credito,móvil,222.110.126.77,13,False
964.44,Ceuta,mgomis,transferencia,móvil,165.147.165.16,4,False
637.7,Cuenca,xgonzalez,tarjeta_credito,PC,39.198.28.65,19,False
119.08,Lleida,hnoriega,paypal,PC,206.72.127.83,8,False
136.06,Ceuta,maricelavicens,tarjeta_credito,PC,219.85.154.171,20,True
4.92,Álava,pineirojuan-bautista,transferencia,tableta,101.185.127.78,23,False
925.94,Guadalajara,florindadaza,tarjeta_debito,tableta,172.5.191.157,16,False
601.64,Santa Cruz de Tenerife,nmuniz,transferencia,PC,68.57.117.84,15,True
834.07,Pontevedra,waltergallo,tarjeta_credito,PC,103.138.139.174,20,True
127.14,Murcia,rchacon,paypal,tableta,204.80.174.250,22,False
886.36,Granada,concepcion90,paypal,móvil,210.174.176.80,7,True
190.05,Zaragoza,adelina06,transferencia,móvil,41.168.144.54,13,False
674.11,Teruel,marianalamas,tarjeta_debito,tableta,192.63.43.61,15,True
77.01,Las Palmas,sjerez,tarjeta_credito,PC,158.104.227.86,8,False
657.54,Madrid,cerveradelfina,tarjeta_credito,PC,73.91.77.138,23,True
431.77,Castellón,aclemente,transferencia,móvil,217.81.33.149,8,True
623.05,Valladolid,haroldolumbreras,transferencia,móvil,222.162.47.226,21,True
439.57,Alicante,maciasingrid,paypal,tableta,133.155.18.215,17,False
60.18,Cantabria,lvazquez,tarjeta_debito,PC,148.100.206.237,11,True
409.46,Cuenca,macarena84,paypal,PC,176.54.125.130,3,True
679.03,Guipúzcoa,zaidaduenas,tarjeta_debito,PC,200.198.195.14,15,True
346.0,Cádiz,aurora94,transferencia,móvil,203.180.160.72,8,False
957.94,Salamanca,lblanca,tarjeta_credito,tableta,134.188.108.215,11,True
718.46,Huesca,vidalsandalio,tarjeta_credito,tableta,172.138.160.36,10,False
351.97,Albacete,crescenciaarcos,tarjeta_credito,PC,164.201.149.11,19,False
125.93,Zaragoza,caldario,transferencia,móvil,170.213.204.135,10,True
815.21,Cáceres,maria-del-carmenquerol,transferencia,móvil,206.119.241.8,13,True
364.74,Salamanca,francisco-javier07,transferencia,PC,183.226.52.41,5,False
485.76,Lleida,faustinomontero,tarjeta_credito,móvil,218.73.14.15,7,True
285.05,Salamanca,hbarbero,paypal,PC,196.250.241.252,13,False
989.39,Álava,elba13,transferencia,PC,40.73.75.156,7,False
789.32,Las Palmas,roldan29,tarjeta_debito,móvil,136.119.48.137,5,True
356.31,Las Palmas,quevedojudith,tarjeta_credito,PC,71.7.190.111,18,True
359.44,Tarragona,aranzazugalan,transferencia,móvil,209.112.155.211,13,False
162.39,Guadalajara,manuelbanos,transferencia,tableta,217.112.69.174,1,True
705.26,Huelva,gpelayo,tarjeta_debito,PC,216.222.30.231,3,False
556.57,Jaén,gabriel74,paypal,tableta,132.66.147.157,21,True
572.28,Navarra,jeremiasflores,transferencia,PC,128.94.2.126,11,True
664.02,Huelva,sol31,tarjeta_debito,PC,150.25.204.170,6,False
254.96,Las Palmas,botellaalicia,tarjeta_debito,tableta,169.59.223.61,7,True
456.88,Sevilla,bertovalenzuela,paypal,tableta,216.137.126.133,1,False
353.38,La Coruña,tsolsona,transferencia,tableta,21.211.236.252,15,False
466.81,Cáceres,vinatere,tarjeta_debito,tableta,105.17.140.185,23,False
174.77,Ceuta,reneanguita,transferencia,PC,83.49.249.18,0,True
560.59,Ciudad,cmulet,paypal,móvil,24.229.210.68,17,True
227.36,Vizcaya,benitezjuanita,paypal,PC,203.127.84.67,19,True
990.0,La Rioja,almazancesar,tarjeta_credito,tableta,184.89.76.95,14,False
292.6,Castellón,ricoramirez,tarjeta_credito,móvil,213.192.11.144,8,True
649.28,Pontevedra,julianaredondo,paypal,tableta,210.123.58.95,17,True
972.85,Valladolid,fanny41,tarjeta_credito,PC,203.47.45.72,1,True
659.09,Barcelona,porraspili,transferencia,tableta,136.3.231.182,7,True
473.21,Murcia,rubenruiz,paypal,tableta,209.177.113.106,11,True
124.92,Pontevedra,mauraarranz,tarjeta_debito,móvil,181.207.243.110,7,False
693.86,Lleida,emiliano36,tarjeta_credito,tableta,192.229.212.150,6,True
847.05,Badajoz,ramirezjacinto,transferencia,móvil,202.20.140.116,2,False
618.28,Alicante,qmateu,paypal,PC,214.20.122.138,12,True
387.69,Granada,jorgecanete,transferencia,móvil,15.153.224.198,9,True
754.03,Salamanca,lbellido,paypal,móvil,170.45.87.66,10,False
553.38,La Coruña,hcosta,tarjeta_debito,tableta,219.78.95.43,18,True
6.2,Guipúzcoa,ocaballero,transferencia,PC,222.248.206.153,20,True
803.58,Málaga,piedad63,tarjeta_debito,tableta,9.103.240.248,2,True
67.72,Soria,ricardo01,paypal,tableta,162.243.89.226,8,True
670.94,Ciudad,angelabarral,tarjeta_debito,móvil,215.65.207.16,15,False
425.69,Madrid,nalmeida,paypal,móvil,210.32.235.220,1,False
609.93,Ourense,natanael26,paypal,tableta,167.134.194.112,2,True
937.2,La Rioja,wmerino,tarjeta_debito,tableta,163.176.240.44,8,True
45.52,Cantabria,agueda30,tarjeta_credito,tableta,222.140.162.122,15,False
64.9,Murcia,remigio96,paypal,tableta,100.25.53.97,13,False
876.11,Ciudad,brigidaalemany,tarjeta_debito,tableta,168.231.143.30,5,True
246.79,Málaga,josefa51,tarjeta_debito,móvil,189.208.108.91,5,False
774.99,Zamora,agomez,paypal,móvil,139.163.212.144,1,False
929.79,Asturias,scaparros,paypal,móvil,187.139.73.73,23,False
513.01,Guadalajara,galindonadia,transferencia,tableta,193.224.75.144,5,True
562.88,Córdoba,blancarecio,paypal,PC,223.93.231.225,15,False
725.31,Santa Cruz de Tenerife,ferminbusquets,tarjeta_debito,tableta,217.108.39.98,18,True
556.5,Navarra,estebanalonso,transferencia,tableta,114.255.238.140,17,True
87.78,Zaragoza,bhernandez,paypal,PC,217.75.109.189,10,False
993.1,Girona,ptorrents,tarjeta_debito,PC,61.80.62.49,23,True
985.32,Salamanca,mohamed57,tarjeta_debito,PC,74.186.236.94,16,False
548.99,Ourense,calixtotena,tarjeta_debito,PC,118.199.148.91,3,True
794.2,Asturias,pgarriga,tarjeta_debito,PC,59.48.221.63,3,False
222.33,Asturias,rgalan,paypal,móvil,197.60.147.80,2,True
382.38,Segovia,ferreranydia,tarjeta_debito,PC,138.90.136.17,21,False
696.84,Las Palmas,rosendo16,transferencia,tableta,219.42.220.120,7,True
946.21,Baleares,feliciano60,tarjeta_credito,móvil,206.47.59.198,5,True
385.72,Las Palmas,leopoldolastra,tarjeta_debito,móvil,119.242.130.120,22,False
867.49,Almería,fmontana,tarjeta_credito,tableta,193.165.66.208,5,False
669.36,Badajoz,bmartinez,tarjeta_debito,móvil,194.166.35.200,16,True
98.27,Toledo,lisandroamores,tarjeta_debito,tableta,22.67.189.83,21,True
695.98,Albacete,begona67,transferencia,móvil,7.146.245.22,7,False
557.95,Zaragoza,pozuelolupe,paypal,móvil,97.125.124.62,14,False
65.02,Albacete,yacuna,tarjeta_debito,móvil,87.216.214.89,5,True
226.35,Cuenca,aguilarnatalio,paypal,móvil,203.111.4.54,23,False
214.86,Pontevedra,gamezplinio,tarjeta_debito,tableta,200.66.134.128,0,False
124.61,Albacete,tiburciochamorro,paypal,PC,202.176.250.110,2,True
755.2,Ciudad,bduarte,transferencia,tableta,190.73.45.57,21,True
701.61,Segovia,lluchofelia,transferencia,móvil,47.190.182.245,11,True
933.51,Jaén,sporras,transferencia,tableta,211.207.219.99,20,True
889.6,Huesca,patricio78,tarjeta_credito,PC,81.13.24.37,18,False
573.05,La Coruña,sergio54,tarjeta_credito,tableta,145.79.188.220,15,False
826.98,Ciudad,fausto31,tarjeta_debito,móvil,95.92.247.55,23,False
912.61,Las Palmas,rebecaagudo,tarjeta_credito,tableta,7.126.27.19,14,True
763.38,Alicante,hespada,paypal,tableta,193.225.87.51,4,False
193.35,Valladolid,vallejocristian,tarjeta_credito,PC,130.65.136.36,1,False
73.94,Salamanca,zabaladomitila,tarjeta_credito,tableta,163.184.235.34,14,False
192.16,Segovia,villaverdecaridad,tarjeta_debito,PC,121.54.132.59,6,True
83.89,Zaragoza,ppineiro,tarjeta_debito,PC,213.51.184.217,18,False
5.72,Lleida,apolonia41,paypal,PC,200.186.25.227,9,False
891.21,León,gjaen,paypal,PC,163.215.143.215,23,True
391.79,Vizcaya,orozcofabiana,transferencia,móvil,105.104.241.61,2,False
83.84,Cáceres,josefa08,tarjeta_debito,tableta,218.225.166.178,5,True
633.6,Málaga,murpablo,paypal,tableta,219.40.233.38,18,True
318.87,Zamora,fuentejose-angel,tarjeta_debito,PC,201.149.7.56,6,False
251.28,Baleares,sebastiansalmeron,paypal,tableta,210.237.71.244,10,True
947.21,Valladolid,pazoseliana,tarjeta_credito,móvil,49.9.242.161,11,True
868.86,Vizcaya,apolinar66,paypal,móvil,197.83.240.234,18,True
461.6,Pontevedra,ubas,tarjeta_credito,móvil,119.237.201.76,15,False
146.37,Cádiz,florindacornejo,transferencia,PC,59.91.107.67,15,True
153.03,Guipúzcoa,cervantesmarciano,tarjeta_credito,tableta,146.3.235.219,20,True
940.77,Valencia,rsebastian,tarjeta_credito,PC,137.51.92.14,14,False
725.3,Las Palmas,marita97,transferencia,PC,85.167.158.110,1,False
251.9,Ourense,juliobarcelo,tarjeta_credito,tableta,200.167.102.10,15,True
775.68,Jaén,tapiamohamed,tarjeta_debito,PC,135.35.220.209,8,True
100.7,Girona,verdugomarcos,tarjeta_credito,tableta,174.69.243.244,2,False
398.47,Ciudad,parejalorena,paypal,tableta,132.135.68.36,6,False
528.02,Cádiz,contrerasclaudio,tarjeta_credito,móvil,144.156.21.222,15,False
419.81,Guadalajara,fidelaprada,paypal,PC,43.192.81.175,9,True
935.5,Cuenca,gimenocecilio,tarjeta_debito,PC,222.193.150.183,22,True
546.0,Alicante,amilcar86,transferencia,PC,103.7.191.76,3,True
748.08,Navarra,jaralucila,tarjeta_debito,PC,213.137.116.204,7,False
816.3,Huesca,ricoalfredo,paypal,móvil,34.100.18.108,10,False
25.32,Guipúzcoa,mlorenzo,transferencia,tableta,169.86.248.19,4,True
806.11,Cáceres,arielquero,transferencia,PC,145.24.79.120,5,True
948.38,Asturias,aguiloirma,paypal,PC,26.218.226.129,23,False
87.92,Cantabria,adalbertovalls,tarjeta_credito,tableta,191.45.115.151,6,False
917.82,Burgos,augustobanos,transferencia,tableta,203.255.59.184,17,True
585.51,Alicante,zsantiago,tarjeta_credito,móvil,79.244.183.77,10,False
806.1,Cádiz,angeleszabala,paypal,móvil,186.100.2.238,8,False
694.85,Santa Cruz de Tenerife,hposada,transferencia,PC,141.88.243.191,19,False
388.54,Cuenca,ignacia80,tarjeta_credito,móvil,196.197.228.169,5,True
297.22,Toledo,ruthbravo,tarjeta_debito,tableta,131.86.252.113,22,True
258.53,Álava,artigasharoldo,paypal,tableta,202.114.200.34,10,True
413.84,Almería,angeles28,transferencia,móvil,142.155.234.36,21,False
451.77,Cantabria,heriberto42,tarjeta_debito,móvil,214.30.101.240,18,False
86.19,Valladolid,arturoavila,tarjeta_debito,PC,87.3.151.144,13,False
279.08,Badajoz,jtorrent,transferencia,móvil,34.43.117.196,10,True
722.56,Ciudad,iban38,transferencia,PC,16.115.91.15,15,True
776.47,Melilla,ferrandocamila,transferencia,PC,184.148.101.80,23,True
233.11,Córdoba,valentin73,transferencia,móvil,113.84.98.60,8,False
799.4,Segovia,celestina10,tarjeta_credito,PC,169.139.119.239,10,True
574.12,Barcelona,monicaferreras,paypal,PC,168.143.38.252,7,True
604.32,Murcia,carlitogilabert,transferencia,móvil,206.87.151.30,16,True
309.97,Lugo,olalladominguez,transferencia,tableta,169.30.124.58,7,False
773.22,Lugo,carellano,tarjeta_credito,PC,189.173.106.146,10,False
74.85,Lleida,doramora,paypal,móvil,191.210.109.199,0,False
525.59,Zamora,titocardona,paypal,móvil,214.18.214.4,8,True
328.85,Alicante,vascocuevas,tarjeta_debito,PC,135.122.253.63,6,True
209.78,Toledo,fortunatomosquera,tarjeta_credito,PC,167.35.115.19,12,False
974.74,Ávila,samuel85,tarjeta_credito,móvil,43.251.113.228,13,True
18.48,Navarra,valeriapazos,paypal,tableta,168.155.144.196,1,True
158.63,Lugo,xibanez,paypal,tableta,139.115.72.111,1,True
651.47,Burgos,cuevasnadia,transferencia,PC,177.100.187.138,10,True
24.22,Tarragona,poutristan,transferencia,tableta,219.241.21.217,20,True
39.73,La Coruña,morerasamuel,paypal,PC,202.82.174.124,23,False
869.6,Álava,irovira,paypal,móvil,47.163.101.56,17,True
764.38,Málaga,saavedrareinaldo,tarjeta_credito,móvil,199.243.111.101,12,False
889.7,Barcelona,gironyesica,tarjeta_debito,móvil,185.53.17.255,16,False
685.58,Teruel,patinosarita,tarjeta_debito,móvil,9.136.54.90,16,True
75.88,Teruel,mazabernardino,transferencia,tableta,205.14.154.99,0,True
611.16,Valencia,plaignacio,paypal,PC,183.131.78.217,3,False
54.92,Murcia,piedad35,tarjeta_credito,tableta,7.131.184.199,16,True
888.39,Guadalajara,broig,transferencia,PC,78.52.30.18,11,True
695.88,Pontevedra,olivaponcio,tarjeta_credito,móvil,177.0.7.10,0,True
637.89,Valladolid,emilioalba,paypal,móvil,119.43.204.15,10,True
131.39,Girona,psala,transferencia,PC,222.227.29.159,7,True
835.12,Guadalajara,xbellido,tarjeta_debito,móvil,95.18.206.70,1,True
196.51,Palencia,lilia22,paypal,móvil,124.165.31.92,2,False
538.33,Guipúzcoa,gasconseverino,tarjeta_credito,móvil,223.138.119.190,13,False
721.84,Guipúzcoa,banton,tarjeta_debito,tableta,17.191.12.157,14,False
182.7,Guadalajara,kbermejo,transferencia,móvil,133.167.180.44,17,True
783.86,Madrid,nestor00,paypal,PC,132.212.61.236,3,False
819.84,Lleida,gpuente,transferencia,tableta,209.242.141.32,13,False
541.51,Lleida,teresa43,transferencia,tableta,152.9.241.241,13,False
644.43,Ciudad,gmarcos,tarjeta_credito,tableta,221.116.3.125,23,True
987.88,Córdoba,infantemarc,tarjeta_debito,PC,219.243.164.255,3,False
267.69,Lleida,inesferrandez,tarjeta_credito,móvil,172.151.70.37,7,False
992.55,Baleares,xdieguez,tarjeta_debito,tableta,181.154.229.228,22,False
995.08,Cantabria,kcarrion,paypal,PC,198.67.68.132,14,False
826.74,Guipúzcoa,felixbarriga,tarjeta_debito,tableta,217.251.95.50,15,True
470.4,Santa Cruz de Tenerife,mnavarrete,tarjeta_credito,PC,96.28.69.115,18,True
617.19,Baleares,erasmocarballo,tarjeta_debito,PC,108.125.75.181,18,True
884.61,Burgos,cristinajerez,tarjeta_debito,PC,97.124.38.214,20,True
618.6,Palencia,nicanorcruz,tarjeta_credito,PC,209.103.115.132,14,True
634.56,Teruel,valcarcelquirino,transferencia,móvil,159.49.197.125,12,False
651.81,Sevilla,faustoleiva,tarjeta_debito,tableta,172.99.168.102,9,True
603.74,Burgos,mgarces,transferencia,PC,46.179.216.180,7,True
915.01,Cádiz,jimena74,paypal,móvil,91.144.166.182,19,False
891.82,Ceuta,oflores,tarjeta_debito,PC,164.59.202.247,9,False
86.37,Ourense,brionesglauco,transferencia,tableta,202.233.156.142,11,True
177.26,Palencia,jonatan73,transferencia,móvil,129.221.42.221,20,False
66.76,Huesca,walcolea,transferencia,PC,220.218.127.94,15,False
166.26,Alicante,sgargallo,tarjeta_credito,móvil,223.88.179.67,23,False
31.22,Badajoz,eliseojorda,tarjeta_debito,móvil,24.202.105.113,16,True
716.83,Jaén,luisinasobrino,tarjeta_debito,tableta,198.156.102.131,23,True
462.97,Jaén,nandosalas,tarjeta_credito,tableta,49.215.103.212,19,False
677.3,Cantabria,calderonruth,tarjeta_credito,PC,46.51.185.93,18,True
419.76,Álava,doritacastellanos,transferencia,móvil,48.90.135.102,1,True
181.25,Guadalajara,ferreraraquel,tarjeta_credito,PC,197.220.98.42,19,False
151.25,Asturias,pili87,transferencia,tableta,170.4.175.195,7,True
786.51,Navarra,agustin79,tarjeta_credito,PC,194.53.16.82,11,True
5.78,Salamanca,martina11,transferencia,tableta,76.42.184.254,13,False
300.49,Girona,amparocampillo,transferencia,PC,117.205.44.178,10,True
28.09,Cáceres,ignacia72,transferencia,tableta,205.159.181.56,8,False
818.75,Álava,marinochelo,tarjeta_credito,tableta,195.135.188.142,9,False
694.63,Zaragoza,maria-pilar94,tarjeta_credito,móvil,148.96.140.218,5,False
58.08,Vizcaya,xaviervilla,paypal,móvil,198.7.12.105,16,False
589.91,Pontevedra,jimenezester,tarjeta_debito,PC,204.209.250.89,14,True
811.99,Santa Cruz de Tenerife,espadanerea,paypal,PC,217.123.156.7,1,True
113.74,Almería,nebotyago,tarjeta_credito,PC,136.90.139.190,19,False
37.51,La Coruña,ajodar,tarjeta_debito,móvil,21.147.153.208,13,True
304.43,Pontevedra,andreuadela,tarjeta_credito,tableta,126.144.138.4,0,True
52.2,Zamora,patriciomendoza,tarjeta_debito,móvil,159.193.24.221,21,True
959.73,Córdoba,javierarueda,transferencia,móvil,74.254.130.178,7,True
324.07,Ávila,rcampos,paypal,tableta,159.115.74.35,6,True
890.92,Murcia,duartelorenza,paypal,PC,137.67.161.111,17,False
312.63,Ciudad,nestor79,tarjeta_debito,PC,27.216.159.187,22,False
88.96,Alicante,lazarobilbao,transferencia,PC,76.159.44.169,3,True
162.07,Almería,avicente,transferencia,móvil,98.129.84.167,4,True
61.58,Zaragoza,izquierdourbano,tarjeta_debito,móvil,201.164.114.231,11,True
97.15,Palencia,teodosio73,tarjeta_credito,PC,107.16.236.182,17,True
119.0,Toledo,cecilia92,paypal,tableta,196.220.120.221,23,False
92.76,Cuenca,rdavila,transferencia,PC,72.221.160.111,21,False
848.14,Guipúzcoa,pborrell,transferencia,tableta,193.83.193.44,11,True
499.44,Baleares,jvalencia,tarjeta_debito,PC,205.111.176.85,14,False
634.95,Ciudad,xvargas,tarjeta_debito,PC,85.114.172.82,12,False
719.03,Murcia,margarita36,paypal,móvil,165.44.6.176,12,False
286.92,Valencia,crey,tarjeta_debito,PC,57.192.29.253,13,False
638.96,Jaén,flaviogallo,transferencia,móvil,206.110.190.162,21,False
823.94,Ceuta,ceferino50,tarjeta_credito,tableta,134.192.190.133,21,False
921.18,Ciudad,pacocanovas,tarjeta_debito,móvil,75.142.62.242,6,False
811.14,Castellón,nelorza,tarjeta_credito,móvil,141.179.55.138,4,True
898.11,Málaga,carina68,paypal,móvil,1.47.4.229,7,False
851.82,Valencia,flora24,paypal,PC,185.104.57.78,22,False
400.62,La Coruña,roldanruperto,tarjeta_credito,PC,161.121.155.11,23,False
231.31,Guipúzcoa,diazamanda,paypal,PC,119.94.185.127,1,False
734.89,Las Palmas,hroda,transferencia,móvil,95.174.82.68,23,False
408.27,Baleares,qcarnero,tarjeta_debito,móvil,83.246.177.169,22,True
15.83,Barcelona,tejerainmaculada,paypal,móvil,26.134.77.165,10,False
585.86,Sevilla,xcuenca,paypal,tableta,198.160.4.95,21,False
347.29,Lugo,rubioche,tarjeta_debito,móvil,216.104.246.220,4,True
801.46,Granada,desideriomari,paypal,PC,205.111.20.48,11,True
395.64,Murcia,ainoacastellanos,tarjeta_debito,móvil,9.246.60.109,1,False
777.45,Burgos,hcrespi,tarjeta_credito,tableta,108.183.155.126,1,True
505.73,Huelva,buenaventuranicolas,tarjeta_debito,PC,19.17.217.191,13,False
327.07,La Rioja,jimenabaena,paypal,tableta,140.7.86.165,11,True
61.74,Ceuta,gonzaloamaya,tarjeta_debito,tableta,194.16.65.208,8,False
270.69,Pontevedra,rosalia63,tarjeta_debito,PC,201.59.47.190,20,False
365.17,Castellón,cbriones,transferencia,móvil,219.0.232.181,10,True
330.25,Ávila,ngarzon,transferencia,PC,111.51.228.87,19,True
887.67,Teruel,lucianamanzanares,transferencia,PC,220.24.166.207,0,True
334.98,Lugo,rdominguez,transferencia,móvil,26.197.87.173,15,False
